Modelo;ene-22;feb-22;mar-22;abr-22;may-22;jun-22;jul-22;ago-22;sep-22;oct-22;nov-22;dic-22;ene-23;feb-23;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;sep-23;oct-23;nov-23;dic-23;ene-24;feb-24;mar-24;abr-24;may-24;jun-24;jul-24;ago-24;sep-24;oct-24;nov-24;dic-24;ene-25;feb-25;mar-25;abr-25;may-25;jun-25;jul-25;ago-25;sep-25;oct-25;nov-25;dic-25;ene-26
TOYOTA LAND CRUISER PRADO;3;3;4;;;;1;;;;1;9;7;1;;1;;2;1;2;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
VULCANO CARGA GENERAL BITREN T - CGBVST;4;;;;2;1;4;2;;2;;;;1;1;4;1;3;1;1;;;1;;;;;;;;;;4;2;;;;1;;;1;;;;1;;;;
F.H. A.V.2.P 411;2;1;;;1;1;1;1;1;1;1;2;1;;2;1;;;3;2;;1;;;;1;1;;;;;1;1;1;1;1;2;2;;1;;;;;;2;;;
GREAT WALL ORA 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;7;9;7;1;4;
GROSS TOLVA 10.30 MTS (D2-D2);;;1;;1;1;;;2;2;1;;;1;;;1;1;;;;;;;;2;1;1;;2;1;;;;1;;;;;;1;;6;;1;2;5;2;
HERMANN PALETERO S.PA.2E.62;;1;;1;1;;;;;;;;;1;10;;;1;;2;;1;;;2;;;;5;;;;;;;;;2;;;;;;;2;7;;;
JETOUR T1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;15;5;4;5;1
KAIYI X3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;1;1;6;7;8;3;6;1;
MANQUE BT25PLB2;7;2;3;3;6;;2;;3;;;;1;;;;;2;;;;;;;;;;;3;;1;;2;1;;;;;;;;;;;;;;;
METALURGICA BELGRANO 31 SEMI TANQUE 1+1+1 EJES;;3;1;3;;1;;1;5;;1;;1;;1;1;;1;3;;2;;;1;1;;;;1;;5;;1;;;;1;2;;;;;;;;;;;
METALURGICA BELGRANO 35 ACOP TANQUE 3 EJES (E + NI-E) C/ABS;;;;;1;;;;;1;;;1;2;2;1;;4;;2;1;;1;1;1;;;;5;3;1;;2;1;1;;1;3;;;1;;;;;;;;
PATRONELLI ACCG3E.;1;1;1;;3;;;1;;2;1;2;;;;;;;2;1;1;;;1;;;;;2;2;4;2;;;2;;;;;3;;;;1;2;;;1;
VOLKSWAGEN CONSTELLATION 25.460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;2;2;;2;1;2;6;6;;;2;1;2;1;;
VOLVO FH 460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;5;2;3;;2;1;22;
HERMANN TOLVA S.TC.3E.74 2+1;2;3;;2;1;;2;;1;3;2;;;1;1;;1;1;;1;;;1;1;1;1;1;;1;1;1;;;1;3;;;;;;;;;;1;;1;;
ISUZU FVR34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;3;1;3;4;3;3;2;5;1;1;1;3;2;1;
LAMBERT A3TP;;;1;;1;1;;1;;3;;1;;;;;4;;;1;;;;1;;;;1;;2;3;1;4;;;;;;2;;;;3;1;3;;;1;
MESAMI PL-20;2;;;1;1;1;;1;1;1;1;;;3;3;2;1;1;1;;;1;1;2;1;1;;;1;1;1;1;;2;1;1;;;;;;;;;;1;;;
SALTO SRBV2E;;;;;;;;;4;;;3;1;;;;;;9;;;;2;;;;1;2;4;2;;1;;5;;;;1;;;;;;;;;;;
SIN MARCA SHIP NAUTICO 1 EJE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;4;1;1;2;3;1;3;3;3;1;2;;;2;2;3;1
VOLVO/BUSSCAR B450R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;12;2;3;6;;5;5;;;1;;
FERBUS KAISEN KAISEN 600 2E;1;9;5;3;7;2;1;;3;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HELVETICA SR 2E T CE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;3;11;;;;;;;;
HELVETICA SR 3E T CE;;;;1;;;1;;;1;;;;1;;;1;;;1;;;;1;1;;;;2;2;1;1;6;5;3;;1;;;;2;;;1;1;;1;;
HERMANN FORESTAL A.CF.3E.42;;8;7;4;;;;;;;;;1;;;;;;;;;;;;;;;2;9;;2;;;;;;;;;;;;1;;;;;;
INDECAR SEMIRREMOLQUE TANQUE 3 EJES (1+1+1);;;1;;;1;1;2;1;;;2;6;;1;;;5;;;;;;;;;;;;;1;5;;;;2;;;;1;;;;1;;;3;1;
LAMBERT S111BV;;;2;;;;;3;;;1;;;1;;1;1;;;1;;1;;;;2;2;4;;;;;;1;;;;;;3;6;;;1;;4;;;
METAGRO SEMI CG;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;4;2;;4;;;2;;4;4;;2;;1;3;;2;;
VULCANO AMCV3II;;;1;;;;;;;;;;;;1;2;;1;;;3;1;3;;;1;;1;;;;1;3;;5;3;1;;;;;2;;4;;;;1;
BMW M235;;;;;;;2;1;;;1;1;;;;;4;2;7;2;1;2;;4;1;2;;;1;;1;;;1;;;;;;;;;;;;;;;
BMW M4;;;;;;;;;;;;;;;;;;;;;1;5;4;2;3;6;1;1;;;1;;2;;1;;1;1;1;1;1;;1;;;;;;
BONANO SEMIRREMOLQUE CARNICERO DE 1D+2D EJES;;;;1;;;;;;;;;;1;;;1;;2;1;;;1;;;;2;2;1;;1;2;2;;1;;2;;1;1;1;1;1;1;3;3;1;;
BONANO SEMIRREMOLQUE PAQUETERO 2 EJES TANDEM + 1 EJE DIR;;;4;;7;2;2;;1;3;;;;;2;;6;;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INDU METAL TRAILERS SEG7535CO2;;;;;;;;;;;;;;;;;;;3;;2;2;;4;;;;1;2;;2;2;;;4;;2;;1;2;1;1;;1;;1;1;1;
MACTRAIL MONTERREY GRANDE;;;;1;1;1;1;2;1;;1;;;;;;;1;2;;2;3;3;;4;;;1;;;;;1;;;1;;1;1;;3;2;;;;;;;
MONTENEGRO SEMIRREMOLQUE BARANDA VOLCABLE 1+2 EJES;;1;;3;;1;2;;;;1;;;1;2;;1;1;1;2;;;;;1;2;1;;1;;;;;1;;1;1;4;;1;1;1;;1;;;1;;
SCANIA K320;;;;;;;;;;;;1;;;;1;;;;2;1;;;;;;;;;;;3;;1;;;1;1;;;2;1;4;2;4;2;2;2;3
SCANIA P460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;5;3;10;1;2;6;2;1;
VOLKSWAGEN 31280;1;;;;2;;;;;;;1;;;;;;;;1;1;;1;2;1;;1;1;;;4;5;3;3;;2;;1;;;;;3;;;;;;
AUDI RSQ8;;;;;;;;;;2;1;;;1;2;;;;1;;;;;;;;;1;;;;;;;;;;;;3;5;1;3;7;2;1;1;1;
BULL TRAILER SR46.7 - 2111;1;;2;2;1;1;;1;2;;2;3;;;;;2;2;;3;1;1;;1;1;2;;;;;;;;;;2;;;;1;;;;1;;;;;
DE PAOLI SEMIRREMOLQUE COUNTER SIDER;;1;1;1;1;1;1;5;3;4;;;;;1;4;;;;;4;1;2;1;;;;;;;1;;;;;;;;;;;;;;;;;;
EL FIERRO ACOPLADO PARA TRANSPORTE DE CARGA GENERAL 4E;2;1;;2;1;;2;;1;2;;2;;1;2;;;;;2;1;;;;;;;;;;;;3;1;1;;;;;2;;;;;;;1;5;
EL GRILLO SEMIRREMOLQUE CON CAJA ABIERTA Y PLATAFORMA DE CAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;6;2;;1;2;1;;4;2;;4;1;3;;;
FAW T33;;;;;;;;;;;;1;;;;;;1;;;;1;2;3;2;1;;;2;1;12;3;1;;;;1;;;;;1;;;;;;;
FERBUS KAISEN KAISEN 430 1E;;1;3;1;1;3;4;2;1;1;2;2;;;;;;1;;1;;2;;3;;1;;1;;;;;;1;;1;;;;;;;;;;;;;
HERMANN TOLVA CEREALERA A.TC.3E.07;1;2;;;;;;;;1;;;;2;;1;1;;;;;1;;1;;;1;1;1;;1;;4;1;1;;1;3;;;1;1;2;;1;1;2;;
HERMANN VUELCO TRASERO S.VT.3E.83 1+1+1;;3;;;1;;;;1;;3;;;;;1;1;;;1;1;2;;;;;1;;1;;1;;1;1;1;1;1;2;;2;1;2;;1;2;;;;
ITATI ITA46TI06M1E;2;2;1;;1;;1;1;;1;1;3;1;;;;1;3;2;1;2;1;1;;;;;;1;;;;;;1;1;;1;1;;2;;;;;;;;
MB TRAILERS NAUTICO;;;;;;;;;;;;;;;;;;;;4;1;;1;1;1;;2;;;;1;;1;1;1;2;3;2;2;1;;1;;1;1;3;;2;
OMBU SBV3E;4;;;1;;;1;1;;;1;1;;;;;;3;;1;4;;2;;1;;1;1;1;;;;;1;2;;;;;;3;1;;1;1;;;;
SCANIA P340;2;1;4;;1;1;1;;1;;3;;1;;1;;4;;;1;;;;;;2;;;;;;;;2;;;1;1;;1;1;;;1;1;1;;;
TAHNOS CHVL 3E TA;;1;;1;1;2;1;1;2;2;1;;;;1;;3;1;2;;1;;;;;;;;;;1;1;;1;;;1;;;;1;;2;2;1;2;;;
VULCANO CVP5;;;;;;;;;;;;1;;;1;;2;1;1;3;2;;;;1;;;1;2;;;;1;1;2;;2;1;;2;1;;3;1;;1;;2;
AIELLO SR 328 TOLVA;4;6;;;7;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
FORD KA;9;4;1;1;3;1;1;3;2;;;;;;;1;;;;;1;1;1;;;;2;;;;;;;;;;;;;;;;;;;;;;
NAVATUC NT SEMIRREMOLQUE CAÑERO DE 2 EJES;1;1;2;;2;;;;;;;;;;;;;6;3;3;;;;1;;;;;;3;5;;;;;;;;;;;2;;2;;;;;
OMBU ATC3E40;;;1;3;3;5;4;;;;1;;;;1;;1;1;;;1;;;;;;;1;1;;;2;1;2;;;;;;;;;;;1;1;1;;
SALTO SCFA3E;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;6;;6;1;2;;;;;1;;1;;3;6;;3;;;1;
SIN MARCA ACOPLADO 2 EJES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;3;1;1;1;2;2;2;4;1;1;3;;3;1;;
TAHNOS CHBL 4E CCI;4;1;1;2;2;2;1;1;1;1;1;;;;1;2;4;1;;;;;;;;;;;;;;;1;;;;;;;1;;;;1;2;;1;;
VULCANO CVP4;;1;;;;;;1;;;;;2;2;3;;;;1;;;2;1;;;2;1;1;1;;1;2;;1;;2;1;1;;1;1;1;2;;;;;;
CORMETAL SCXN30;;;;2;;1;1;;;;;;;;;;1;;;1;;;;;;;;;2;;;1;7;1;1;;2;5;;;;;2;;;;;3;
DANES CISTERNA - STHC 2ES DD;;;;;;;;2;;;;5;;;;;;;;;1;;;;;;11;;;5;5;;;1;;;;;;;;;;;;;;;
DFM DUOLICA;1;;3;4;1;;;1;;1;;2;;;1;;;;;;;;;1;;1;1;1;;;2;1;3;1;1;2;;;;;1;1;;;;;;;
EL GRILLO S3TA VT;1;;1;;2;;2;;;;1;;;;2;;;;;1;;;;;;;;;;;;;;;;1;;;1;;4;2;3;2;4;1;2;;
ITATI AVANTI06M1E;4;2;1;;2;1;1;2;;1;1;;3;1;;1;;2;;2;;;;1;1;;;;;;;;;;;1;1;1;;;;;;;;1;;;
LAMBERT S3BV;;;;;;;;2;;;1;;;1;2;1;;1;;;1;;1;2;;;1;1;;1;1;;1;1;2;2;2;2;1;;1;1;1;;;;;;
MONTENEGRO SEMIRREMOLQUE CURTAIN SIDER 1+2 EJES;;;;1;1;;1;;1;1;1;;2;;;;;;1;1;4;1;;;;;;;1;;2;2;;1;;;;;;;;3;3;;;1;1;1;
OMBU ATC2E24;;;3;;3;;2;2;3;2;1;;;;;;1;;;1;;2;;1;;;;;;2;;;2;1;1;;;1;;;1;;1;;;;;;
OMBU SP1E1450;;4;;1;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;4;;3;;2;;;;1;;1;;;;;1;;
RANDON RQ.CG.02+01;;1;;5;4;1;1;;;2;2;1;1;1;3;1;;;2;;;;;;;;1;;;;;1;;;;;;;;;;;1;2;;;;;
SERO CARGO BAJO;1;;;;;;1;;;3;;2;2;1;1;1;;;;1;1;2;;;;1;;;;1;;;;1;;1;1;;2;1;3;;;;;;2;1;
VULCANO CGBVSD-60 CARGA GENERAL D;2;;;;2;1;4;2;;2;;;;1;;4;3;1;1;;;;1;;;;;;;;;;1;2;;;;1;;;1;;;1;;;;;
AGRALE MT 13.0;2;;;1;3;3;3;;2;3;;;4;;;1;1;;1;;1;;;;;;;;;;;;;;;;;;;;1;1;;;;2;;;
CORMETAL SPXB20;1;1;;;;;;;;;;2;;;;1;;2;1;1;2;;1;;2;1;1;;6;3;;;;1;1;;;;;;;;;2;;;;;
DPA INOX METALURGICA ACOPLADO CISTERNA 3E;;;;2;1;1;1;;1;;;;1;;1;;;1;;;;1;;;1;;;;2;;;;1;;;;1;1;;1;3;;1;1;1;3;1;2;
FERBUS KAISEN KAISEN 480 2E;1;3;;1;1;;;;2;4;4;1;;;;;;1;1;2;1;;;;1;;;1;;;;;;;1;1;;1;;;;;;1;;;;1;
HERMANN TODO PUERTAS A.TP.2E.34;;;;;;2;;1;;;;;;1;;1;;;;;1;3;;;;4;;1;;;;2;1;1;2;;4;1;3;;;;;;1;;;;
MACTRAIL TU 16-6-R;1;;;2;;;;1;2;2;2;4;1;1;;;;;;;1;1;2;;;;1;1;;;;;;;2;;1;;;;;;;;1;1;;2;
METAGRO S-1+2 - BATEA;3;3;2;2;1;1;2;2;1;1;;2;1;1;2;;;1;;1;;;;;;;;;;;;1;;;;;;;;;;1;1;;;;;;
OMBU STC3E1+1+1;;;3;1;1;1;;;1;;1;;;1;;1;1;1;1;;;;;;;1;;1;;1;;2;2;;;1;;2;1;1;1;;;;1;;1;1;
SALTO SCBVT3E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;8;1;3;;;2;2;3;2;
TORREGGIANI SC-111 A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;4;1;1;3;3;3;3;4;3;;
BMW IX2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;1;1;8;5;2;2;;;1;1;;2;1
CORADIR CHIKI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1;6;;2;1;2;;;1;1;2;
FERBUS KAISEN 650 2E;;;;;;;;;;;;;2;3;;2;;2;;;2;;1;;;1;;;1;;;;1;;2;;;;;1;2;;1;;6;;1;;
HONDA ACCORD;;;2;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;2;;3;2;3;5;3;;2;2;1;
MERCEDES BENZ AMG A45;2;;1;2;;;1;;;;1;;;;;;;;;1;4;1;1;;2;;1;1;2;;2;;2;1;1;;;;;;;1;1;;;;;;
PEUGEOT 308S;18;7;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOLA Y BRUSA GANADERO 3 EJES TANDEM DOBLE PISO;;;2;;;;1;;1;;;;1;;;2;1;;;;;2;;1;;;;;;2;1;2;1;;;;1;;1;;1;1;1;1;1;1;1;2;
BMW M3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;7;5;3;1;1;1;;;;1;;;1;;;;
BONANO SEMIRREMOLQUE BARANDA VOLCABLE DE 1D+2D<=45T;;;;;;;;;;;;;;;;;;;;;;1;4;2;1;1;2;2;;;6;;2;2;1;;1;;;1;;;1;;;;;;
CORMETAL SCXN31;1;;1;3;2;1;2;;2;;;1;1;2;3;;1;;;;1;;;;3;;;1;1;;;;;;;;;;;;;;;;1;;;;
DFM 1216-ES;;2;1;2;2;3;;1;;;;1;;1;2;2;2;3;;1;;2;;1;;;;1;;;;;;;;;;;;;;;;;;;;;
DM TRAILERS ACONCAGUA 200;;;;;;;;1;1;1;;1;3;3;;1;2;;;2;;1;1;2;;;;1;1;;1;;;2;1;;;;;;;;;;;;2;;
HEIL ROAD KING 3ED TRIDEM;;14;;1;;;1;2;;;;;;;;2;;;;;;;2;;;;;;;;1;;1;;;1;1;1;;;;;;;;;;;
HERMANN PALETERO S.PA.3E.71 1+1+1;;;;;;3;1;;;;1;;3;1;;;;;;;2;4;;;1;;;;;;2;1;;2;1;;;;;;;1;1;;1;1;;1;
MERCEDES BENZ AROCS 4136;2;;4;2;3;1;;;;;;;;;;6;1;;2;;;1;;;1;;1;1;;;2;;;;;;;;;;;;;;;;;;
MERCEDES BENZ G500;1;2;;;;;;;;;;1;;2;1;;3;2;2;;;1;;;1;1;;;;1;1;2;;2;;2;;;1;1;;;;;;;;;
R.A.G REAL ALFA GENUINA TK3EJNDA;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;2;;;;3;;;2;3;;;7;1;4;1;;;1;;;
SALTO SRPC3E;2;1;5;2;3;;;3;;;3;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;1;;;;;;;1;
SCANIA/MARCOPOLO K450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;12;1;;1;2;2;1;;1;1;;3;
SIN MARCA FURGON1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;;3;3;2;3;6;7;
SINOTRUK T5G;;;;;;;2;2;1;;2;;;;3;;;;;3;2;3;3;2;2;;;;;;1;1;;;;;;;;;;;;;;;;;
AGRALE MA 17.0;2;;2;5;5;;2;2;;;;;5;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;1;;;
BMW 218;5;1;1;1;4;2;4;1;2;;;;1;;;;1;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DFSK E5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;11;6;5
FAW X40;7;3;3;2;;2;2;;;;1;;;2;;;1;;1;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;
HERMANN BARANDA VOLCABLE S.BV.2E.53 D BITREN;;;;;;;;;5;;1;1;1;;;2;1;;3;;1;1;2;;;;1;;;;;;;;;;;;7;;;;;;;;;;
HERMANN BARANDA VOLCABLE S.BV.2E.53 T BITREN;;;;;;;;;4;1;1;1;1;;;2;1;;3;;1;1;2;;;;1;;;;;;;;;;;;7;;;;;;;;;;
MARISOL CASILLA ML 8.5 DE DOS (2) EJES;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;1;3;;2;1;2;3;2;4;1;;;;;1;;4;;;
PORSCHE 911;;;;2;1;;1;;;;;;;;;;;;;;3;;;1;1;;1;;;;1;;1;;;;1;;;1;;5;2;1;;2;2;;
SATURNI BARANDA VOLCABLE 4EA;;;;;;;3;;2;1;3;;1;;;;1;;;1;1;;;;;;;;1;1;;1;;;1;;1;;1;1;1;;1;;2;1;1;;
VULCANO SEM-AMCA(1+2)II;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;;1;5;3;;;1;;1;1;1;2;1;1;1;1;1;;;;
AUDI E-TRON;1;;;;;;1;;1;;1;;;1;;2;;;3;3;1;;9;;;;;;1;;;;;;;;;;;;;;;;;1;;;
CHANGAN CS55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;9
CHANGAN M201;2;2;2;2;1;3;;1;2;;1;2;;;1;;;;2;;1;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;
COMAR CARRETON A12-23;;;;2;1;;;3;;;;;2;1;1;;2;2;;;;2;1;;;;;1;;;2;;1;1;;;;;;;;;1;1;;;;1;
F.H. S.V.2.P.411-(2+1);;4;;;;1;1;1;;;1;1;;;3;;1;;1;;;1;;;1;3;;;;;;;1;;1;;1;;;;;1;;1;;;1;;
HELVETICA AC 4E 2+2 MP;1;;5;1;3;1;4;;;;;;2;;;;;;;;;3;;;;;;;;1;;3;;;1;;;;;;;;;;;;;;
HERMANN PLAYO A.PL.3E.02;;1;1;1;1;4;;;1;2;;2;;;;1;;;1;;1;;2;1;;;;;;1;1;1;;1;;1;;;1;;;;;;;;;;
METAGRO S-T3-CG;;;;;;;;;;;;;;;;;;;;;;1;1;;2;1;;1;2;2;1;2;3;;;;;2;1;1;;;1;;1;3;;;
METALURGICA BELGRANO SEMI TANQUE 3 EJES TANDEM CARGA PELIGROSA;3;;;;;1;2;;2;;;;;1;;1;1;2;;2;1;;;;;;;;;2;2;;;3;1;;;1;;;;;;;;;;;
MIC SEMI CARGA CONVENC. 3 EJES 1+1+1 SCS111;;1;3;;;;4;3;1;2;2;3;1;1;;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OMBU AP4E960;1;1;1;;1;3;1;;1;1;2;;2;;;1;;;;;1;;;1;;;;;;;;;4;;;;;3;;;1;;;;;;;;
S STOESSEL SSPL3;;1;;;;;;;;;;;;;1;5;;;;;2;3;3;;;;;;;1;5;2;;;;;;;;;;;;;1;1;;;
SALTO CARRETON4E;;;;;2;;;;;;1;;1;;2;;3;;1;;3;;;;1;;;;1;;;;;1;;;2;;1;;2;;2;;1;1;;;
SALTO SRFAT3E;;;3;10;;;1;;;;4;;;;;1;2;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;1;1;;;
VOLVO B270F;1;;1;2;3;;;;;;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;5;;4;2;
ASTIVIA S3-PLAYO CON FRENTE;;1;1;1;1;1;;1;;1;;;1;;;;1;2;;;3;;2;;1;1;;1;;;;;;;1;;;;;;;1;;;1;;1;1;
CARROCERIAS APEZ KABUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;1;3;2;2;3;3;2;;1;
DIMATRA BATEA PORTA AUTOMOVILES;1;;1;;1;;;1;1;;;;;;;;;;;;2;;;;;;;;;;;;;1;;1;;1;;2;1;1;1;1;1;1;4;2;
DOMY V1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;4;6;2;3;1;2;1
FOTON GRATOUR T3;2;2;3;3;2;3;3;1;;;1;;;;;;;1;;1;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;
GROSS BARANDA VOLCABLE 9.30 MTS;2;1;2;;1;;;1;;;;;;;2;;;1;2;1;;;;;;2;;;;;2;;2;;;;1;;;2;;2;;;;;;;
HELVETICA AC 4E 2+2 TP;;1;;;1;2;;;1;2;;1;;;;1;;1;;;;;;;1;;;1;1;1;;1;1;1;1;;;;;1;;1;1;2;;1;;;
MACTRAIL CREW;;;;;;1;1;;2;;;3;;;1;;;;;;;1;;4;1;;;;1;;1;;;;1;2;;;1;2;;;;;;1;1;;
MARCELINI AC12NF;;;;;2;2;1;1;1;;3;;;;;;;1;1;2;;;;;1;;1;;;;;;1;1;;;2;;1;;;;;;1;;;2;
METAGRO S-1+2 - CG;;;1;1;1;1;2;;1;1;;;;;;;;;;1;;1;1;;;1;2;;;;1;;1;1;1;1;;;;4;;;1;;;;;;
NAVATUC NT SEMIRREMOLQUE CAÑERO DE 3 EJES;;;;23;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PATRONELLI CARGA GENERAL 2 EJES - SEMCG2E;;;;;6;2;1;;1;;;;;;3;;1;;;;;;;;;;1;2;1;;;;1;;;;;;5;;;;;;;;;;
PINCEN SFTLA 1E;;;;;;;;;;;;;1;;;5;;;;3;;;;4;;;;;3;;2;;;1;;;;;;2;;;3;;;;;;
SALTO SCVT3E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;3;5;;5;3;;;;5;
SALTO SRP3E;1;;1;;;1;;6;2;1;3;1;;;;;;;;1;;;;;;;1;;;;;;2;;2;;;;;1;;;;;1;;;;
AUDI RSQ3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;9;5;3;1;1;2;;;;;;;;;;;;
CORMETAL ALXB22;1;;1;;;1;;;;;1;1;;;6;;;;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;;6;;
DANES SN 3ET DD;;;2;1;;;3;;;;;2;;6;2;;;1;;1;1;;;;;;;;;;;;;1;;;;1;;;1;;;;;1;;;
EL FIERRO SEMIRREMOLQUE PARA TRANSPORTE DE CARGA GENERAL;;;;;;1;;1;;;;1;;;;;1;1;2;;;1;2;1;;3;;;1;;;;;;;;;;1;;2;;;;4;1;;;
F.H. S.V.P.D.G.411;;;;2;1;;;;1;;;1;1;;2;1;1;;1;;1;;;1;1;1;1;;;;;;;3;;;;1;1;;;1;;1;;;;;
GRASSANI SG3-30TT;;;;;;;;;;;;;6;7;7;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H.C.MANCINI AVM15T;;;;1;2;;;1;1;;;;;;;;;2;2;;3;;2;;;;;;;;1;;1;;;;;;;1;2;;1;;;;3;;
HERMANN PLAYO A.PL.4E.04;;;;;1;1;;;1;3;;;1;2;;;;1;;2;;;;;;1;;;;;1;;;;2;;1;1;;;;1;3;;;1;;;
HERMANN PLAYO S.PL.2E.50;;1;;;;1;;;;;1;;;;;1;3;;;2;1;;1;;;;;;2;;2;1;2;;;;;;2;2;1;;;;;;;;
HERMANN VOLCADOR BILATERAL A.VL.3E.12;;;3;1;1;1;2;;;1;;2;;;1;1;;;1;2;;;1;;;;;;;;1;1;1;;;;;;;;;;;1;1;1;;;
MARCELINI SRC16NA;1;1;1;;1;1;;1;1;1;;;;;;;;1;1;;;1;1;1;;1;1;1;1;1;;;;;;3;;;;;;;1;;;1;;;
MONTENEGRO SEMIRREMOLQUE FURGON ENCOMIENDA 1+2 EJES;;1;1;;;;;;;;1;;;;;;;2;;;;1;;;;;3;5;;;;;;;6;1;;;;1;;1;;;;;;;
REMOLQUES RECONQUISTA SE0102;;;;;4;2;4;2;1;1;;;3;;1;2;;;;;;;1;;;;1;;;;;;1;;;;;;;;;;;;;;;;
SALTO SRBVM3E;;;2;1;1;;1;;1;;;2;2;;;;;;;;;;;;;;;;2;;;;;;;;;;8;;;;;;;;;3;
SIN MARCA SHIP RODANTE 1 EJE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;3;3;3;1;;7;
VOLVO C40;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;7;2;2;5;3;2;
XCMG QY70K;;;;1;;;;1;;;;;1;1;;1;;2;1;;1;;1;3;1;1;;;1;1;1;1;;2;1;;;;;;1;;;;;;;;
AHT ALZUARTE PLAYO;1;;;;;;;;;;;;;;;;;;5;6;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BERTOTTO, BOGLIONE Y CIA. S.R. SEMIRREMOLQUE 3 EJES (1+2) TANQUE;;1;;1;1;;1;;;;;;;1;1;;;;1;;;1;;;;;;;;;;;3;;;1;;;;;1;;8;;;;;1;
BMW Z4;2;1;1;;;;;;;1;1;;;;1;;1;;1;;;;;;;1;;;;;;;;;1;;;;;;;1;3;1;1;;4;1;
DIMATAN STQ3;;;;;;;;1;;;1;;;;;;;1;1;2;;;;;1;;;;2;2;1;;2;;;;;2;;;2;;;1;1;;;2;
DPA INOX METALURGICA SEMIRREMOLQUE CISTERNA 3E;;;1;1;1;2;1;3;1;;;2;1;1;;1;;;2;;1;;;;;;;;2;1;;;;;;;;;1;;;;;;;;;;
